life_parse_input,execute_life_parse_input,input,input,OK,no
life_smart_reschedule,execute_life_smart_reschedule,task_id,task_id,OK,no
memory_read,execute_memory_read,,,NO_SCHEMA,no
memory_write,execute_memory_write,,,NO_SCHEMA,no
notify,execute_notify,,body|title,NO_SCHEMA,no
time,execute_time,,,NO_SCHEMA,no
ui_action,execute_ui_action,,action|value|widget,NO_SCHEMA,no
vault_add_file_to_project,execute_vault_add_file_to_project,project_id|file_id|role,file_id|project_id|role,OK,no
vault_create_project,execute_vault_create_project,name|description|project_type,description|name|project_type,OK,no
vault_delete_file,execute_vault_delete_file,id,id,OK,no
vault_delete_project,execute_vault_delete_project,id,id,OK,no
vault_get_favorites,execute_vault_get_favorites,,,NO_SCHEMA,no
vault_get_file,execute_vault_get_file,id,id,OK,no
vault_get_project_detail,execute_vault_get_project_detail,project_id,project_id,OK,no
vault_get_projects,execute_vault_get_projects,,,NO_SCHEMA,no
vault_get_recent,execute_vault_get_recent,limit,limit,OK,no
vault_get_stats,execute_vault_get_stats,,,NO_SCHEMA,no
vault_get_tags,execute_vault_get_tags,,,NO_SCHEMA,no
vault_list_files,execute_vault_list_files,file_type|limit,file_type|limit,OK,no
vault_remove_file_from_project,execute_vault_remove_file_from_project,project_id|file_id,file_id|project_id,OK,no
vault_scan_directory,execute_vault_scan_directory,dir_path,dir_path,OK,no
vault_search_files,execute_vault_search_files,query,query,OK,no
vault_tag_file,execute_vault_tag_file,file_id|tag_name,file_id|tag_name,OK,no
vault_toggle_favorite,execute_vault_toggle_favorite,id,id,OK,no
vault_untag_file,execute_vault_untag_file,file_id|tag_id,file_id|tag_id,OK,no
web_fetch,execute_web_fetch,url,url,OK,no
web_post,execute_web_post,,body|headers|url,NO_SCHEMA,no
